RA,Dec,PmrA,PMDEC,sigPMRA,sigPMDEC,w1mpro_pm,w1sigmpro_pm,w2mpro_pm,w2sigmpro_pm,2MASSRA,2MASSDEC,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,
178.3969973,25.3866687,-0.14457,-0.03802,0.0144,0.0163,14.97,0.019,14.812,0.025,178.397494,25.386845,15.55,0.0489,14.983,0.0693,14.784,0.0935,
177.5826046,25.308667,-0.28841,-0.11196,0.0188,0.0195,15.538,0.02,15.585,0.045,177.584246,25.309195,15.59,0.0479,15.568,0.1009,15.693,0.1831,
177.5589812,63.0441183,0.41708,-0.50857,0.0099,0.0115,16.783,0.052,13.406,0.016,,,,,,,,,
179.7978171,63.1981507,-0.10047,-0.1101,0.013,0.0149,15.323,0.017,15.226,0.027,,,,,,,,,
177.5585011,63.0442889,0.63684,-0.82758,0.0216,0.024,17.84,0.086,14.561,0.019,,,,,,,,,
178.4103239,-1.790609,-0.62095,-0.35292,0.0842,0.0926,17.995,0.136,16.02,0.066,,,,,,,,,
177.8418612,58.9684116,0.05934,-0.2741,0.0209,0.0239,15.971,0.023,15.741,0.043,,,,,,,,,
179.9186422,55.3275388,-0.13636,0.00436,0.0112,0.0126,15.16,0.016,14.778,0.02,,,,,,,,,
179.400096,-49.2843021,-0.06321,-0.09129,0.007,0.0085,14.074,0.015,14.185,0.016,179.400429,-49.283875,14.646,0.0324,14.245,0.0487,14.194,0.0668,
178.7755129,49.6632386,-0.00019,-0.11927,0.0084,0.0099,14.561,0.014,14.349,0.016,178.775444,49.663631,15.491,0.0441,14.947,0.0716,14.614,0.0722,
179.7252133,49.5638195,-0.11073,-0.19046,0.0203,0.0238,16.112,0.024,15.785,0.045,,,,,,,,,
179.5258668,50.9745752,-0.31619,-0.11265,0.0079,0.0087,14.495,0.016,14.293,0.019,179.528108,50.975021,15.391,0.0479,14.825,0.0671,14.72,0.0754,
179.365426,-43.9320355,-0.20713,-0.0071,0.0082,0.0094,14.606,0.015,14.193,0.015,,,,,,,,,
178.0071268,-46.1149633,-0.16897,0.05,0.0122,0.0145,15.276,0.018,14.916,0.021,178.008282,-46.115009,16.29,0.1136,15.611,0.1367,15.644,0.2413,
179.159441,44.6579804,-0.11423,-0.05053,0.0137,0.0159,15.36,0.017,15.065,0.025,,,,,,,,,
179.4918811,44.1297117,-0.15305,-0.04531,0.0151,0.0172,15.415,0.019,15.187,0.03,179.492617,44.129982,16.619,0.1295,16.152,0.1534,15.48,0.1751,
179.1490863,43.3619097,-0.07975,-0.09082,0.0144,0.0175,15.471,0.019,15.365,0.032,179.149449,43.36216,17.036,0.1818,16.097,0.158,15.67,0.2018,
178.2045875,44.8698895,-0.03782,-0.21005,0.0076,0.0086,14.328,0.014,14.265,0.016,178.204657,44.8708,15.161,0.0335,14.661,0.0642,14.385,0.0614,
179.3002024,44.8403953,0.04545,-0.15067,0.0092,0.0107,14.741,0.016,14.636,0.018,179.299763,44.840996,15.656,0.0562,15.073,0.0565,14.739,0.0908,
178.6239659,-35.6972669,0.12958,-0.10685,0.0078,0.0093,14.303,0.015,14.09,0.015,178.623207,-35.69677,15.224,0.0485,14.718,0.0465,14.304,0.0782,
178.2608264,34.350332,-0.2266,-0.10842,0.0172,0.0193,15.543,0.02,15.529,0.04,178.261956,34.350746,16.352,0.1228,15.953,0.2044,15.87,,
178.5947736,36.6631511,-0.20649,-0.05612,0.0147,0.0168,15.237,0.018,15.226,0.031,178.596007,36.663406,16.006,0.0752,15.709,0.1026,15.308,0.1483,
178.6856994,-20.8596391,-0.20957,-0.11295,0.0132,0.0154,14.998,0.018,14.76,0.024,178.686832,-20.859289,16.323,0.115,15.739,0.1719,15.556,,
179.313865,30.8987526,-0.11742,-0.51018,0.0226,0.0257,15.624,0.028,15.485,0.045,,,,,,,,,
179.4772686,-8.7934732,-0.10782,-0.10628,0.0146,0.0181,15.135,0.019,15.031,0.034,179.477529,-8.793149,16.367,0.1209,15.269,0.1162,15.551,,
179.5889108,4.5800309,0.59521,-1.01208,0.0066,0.0078,13.795,0.016,13.509,0.017,179.586558,4.583749,15.611,0.0551,14.684,0.0644,14.439,0.0639,
179.5876207,4.5816891,-0.35554,0.20901,0.029,0.0314,16.224,0.041,16.007,0.072,,,,,,,,,
178.7856463,4.7498585,0.39586,-0.48422,0.0397,0.0484,17.838,0.114,15.034,0.03,,,,,,,,,
178.5332253,9.8029634,0.10276,-0.86419,0.0035,0.0021,7.824,0.017,7.55,0.01,178.532852,9.806314,8.699,0.0302,8.193,0.0474,7.872,0.0184,
178.8093506,8.6925585,-0.99039,-0.02487,0.0389,0.0313,15.314,0.032,15.251,0.046,,,,,,,,,
178.8521585,12.8151177,-0.18692,-0.08491,0.01,0.0113,14.556,0.016,14.292,0.018,178.852912,12.815555,16.279,0.1151,15.423,0.103,15.014,0.1455,
173.8055253,-87.0314092,-0.28871,0.01351,0.0111,0.0106,15.052,0.016,14.885,0.019,173.826461,-87.031464,16.54,0.1326,15.811,0.1428,16.14,,
180.5823891,-7.8829426,-0.05518,-0.09997,0.0103,0.0121,14.552,0.015,14.379,0.019,180.582666,-7.882602,15.515,0.0485,14.854,0.0479,14.601,0.1009,
178.9594197,-48.9304133,-0.20245,-0.08341,0.0148,0.0166,14.712,0.026,14.646,0.024,178.959915,-48.930275,14.325,,13.723,,14.663,0.137,
179.9502491,7.116662,-0.1919,0.08848,0.0088,0.0105,14.189,0.015,14.044,0.017,179.950979,7.11621,15.455,0.0643,14.61,0.0635,14.255,0.0771,
179.8666478,62.3959542,-0.03352,-0.09029,0.0069,0.008,14.112,0.013,14.049,0.013,179.866747,62.396275,14.957,0.0476,14.491,0.0699,14.47,0.108,
179.6165006,-0.9283329,-0.13901,0.00092,0.0117,0.0127,14.639,0.016,14.545,0.022,179.616838,-0.928356,15.656,0.0586,15.077,0.0726,14.761,0.1191,
179.5997438,-1.3794429,-0.23407,-0.10473,0.0187,0.0218,15.51,0.021,15.226,0.037,179.600643,-1.379233,16.475,0.1146,15.936,0.1173,15.455,0.1829,
180.1466129,-28.6160821,-0.6569,-0.0538,0.0164,0.0113,14.402,0.027,13.779,0.028,180.14936,-28.615896,15.981,0.0872,15.066,0.0716,14.678,0.0988,
179.9145101,-31.7879742,0,0,0.0717,0.0654,17.909,,17.315,,,,,,,,,,
179.1826849,-40.6543778,-0.22931,0.02209,0.0121,0.0147,15.038,0.018,14.921,0.024,179.183812,-40.654568,16.063,0.0977,15.541,0.1399,15.295,0.1969,
179.8563647,-52.7891362,-1.13455,-0.12336,0.0022,0.0022,10.057,0.008,9.766,0.006,179.864296,-52.788578,11.43,0.0256,10.763,0.0229,10.322,0.0193,
176.8912852,-77.014285,-0.10689,-0.06188,0.0092,0.0102,14.887,0.017,14.825,0.019,176.892794,-77.014236,15.933,0.0895,15.494,0.1215,15.44,0.2223,
179.3542104,14.2974164,-0.24169,-0.07834,0.0167,0.0191,15.348,0.019,15.212,0.033,179.355226,14.297565,16.199,0.0807,15.745,0.111,15.257,0.1061,
180.2558398,25.7781775,0.1751,-0.22244,0.0194,0.0207,15.706,0.021,15.345,0.036,,,,,,,,,
180.5721091,28.5871466,-0.72315,-0.10054,0.0036,0.0053,9.07,0.009,8.85,0.009,180.575783,28.587294,9.132,0.018,8.607,0.0197,8.393,0.0171,
180.3047796,37.8085595,-0.23747,-0.12158,0.0091,0.0111,14.706,0.015,14.466,0.019,180.305911,37.809032,16.151,0.0823,15.666,0.1533,14.91,0.1192,
179.7745956,39.0009599,-0.24588,-0.10385,0.0145,0.0165,14.435,0.023,14.361,0.022,179.774987,39.001907,14.312,0.0488,13.667,0.0504,13.435,0.0461,
179.6342688,38.819679,-0.18668,0.03554,0.0187,0.0214,15.771,0.042,15.587,0.055,179.635014,38.819828,17.176,0.2195,16.236,0.2141,15.752,0.2011,
179.2488831,41.5122113,-0.10102,0.01197,0.0085,0.0096,14.617,0.015,14.044,0.014,,,,,,,,,
179.7458392,42.6613195,-0.33922,0.0497,0.004,0.0039,7.733,0.012,7.579,0.007,179.747825,42.660988,8.638,0.0227,8.047,0.0257,7.825,0.0151,
182.0779705,71.3272262,0.20397,-0.07461,0.01,0.0109,15.155,0.015,14.772,0.017,,,,,,,,,
180.0011149,74.4858204,-0.08379,-0.05684,0.0068,0.0073,14.321,0.013,14.112,0.013,180.002308,74.486092,15.271,0.0515,14.696,0.0679,14.459,0.0796,
177.6533704,75.7488388,-0.05849,-0.0774,0.0064,0.0073,14.261,0.012,14.161,0.013,177.654179,75.749123,15.046,0.0483,14.627,0.0621,14.502,0.0724,
176.9291384,78.6944224,0.85425,1.36868,0.0034,0.0054,8.857,0.008,9.359,0.005,176.907066,78.688286,15.345,0.1545,14.966,0.1582,14.731,0.1212,
179.5503034,78.708416,-0.08691,0.00211,0.007,0.0076,14.409,0.014,14.204,0.014,179.551982,78.708374,15.501,0.0615,14.874,0.0833,14.604,0.0941,
180.1636479,-3.8290907,0.04832,-0.15896,0.012,0.0135,14.779,0.017,14.652,0.024,180.163323,-3.828557,15.646,0.0473,15.105,0.0754,14.938,0.1167,
180.9396169,-6.8029745,-0.19127,-0.07997,0.0097,0.0117,14.515,0.015,14.071,0.018,,,,,,,,,
181.2614459,-18.0376398,-0.10605,0.0091,0.0405,0.0477,17.795,0.106,15.016,0.032,,,,,,,,,
180.6371552,8.4269531,-1.03762,-1.26978,0.0045,0.0038,10.644,0.01,10.264,0.007,,,,,,,,,
180.636974,8.4268064,-1.19768,-1.49395,0.0143,0.0161,11.079,0.015,10.785,0.011,,,,,,,,,
181.2371344,9.3305273,-0.07028,-0.25988,0.01,0.0119,14.496,0.016,14.314,0.021,181.237342,9.331488,15.523,0.0722,14.945,0.0694,14.592,0.1112,
180.0748003,11.7795273,-0.13026,-0.19735,0.0165,0.017,15.242,0.018,15.255,0.037,180.07527,11.78023,15.858,0.0942,15.304,0.1128,15.298,0.2215,
180.281559,12.1710469,0.01721,-0.20663,0.0196,0.0231,15.61,0.023,15.299,0.039,180.281318,12.171999,16.543,0.1014,16.118,0.1877,16.131,0.2583,
180.6310657,16.7590298,-1.17691,-0.26896,0.0266,0.0283,15.621,0.023,15.493,0.047,,,,,,,,,
181.0145248,-27.5019579,-0.21809,-0.14586,0.0126,0.0133,15.007,0.018,14.728,0.023,181.015622,-27.501322,16.161,0.0849,15.638,0.1544,15.217,0.142,
180.5421285,19.2899601,-0.15047,-0.19201,0.0487,0.0548,17.845,0.104,15.385,0.041,,,,,,,,,
180.3480332,26.6832428,-0.02521,-0.1906,0.0182,0.0205,15.654,0.021,15.469,0.039,,,,,,,,,
180.7427738,30.8759331,-0.03278,-0.1514,0.0201,0.0235,16.401,0.031,14.706,0.021,,,,,,,,,
181.6803028,-36.5871157,-0.27711,0.00885,0.0185,0.0213,15.7,0.022,15.579,0.042,181.681739,-36.587109,16.598,0.1569,15.988,,15.443,0.21,
180.0763346,36.6145757,-0.33404,-0.23275,0.0088,0.0106,14.608,0.014,14.418,0.017,180.07795,36.615391,15.504,0.049,14.962,0.0732,14.738,0.085,
180.131528,36.8584546,0.01706,-0.32761,0.0124,0.0148,15.195,0.018,14.97,0.027,180.131347,36.859684,16.047,0.0823,15.64,0.1268,15.353,0.1487,
180.8620414,-46.0168722,-0.12839,0.0412,0.0091,0.0111,14.834,0.016,14.666,0.02,180.862572,-46.016937,16.068,0.082,15.496,0.1064,14.919,0.1392,
181.1672042,45.8388584,-0.1162,-0.00246,0.0072,0.0081,14.24,0.013,14.041,0.014,181.167676,45.83886,15.155,0.039,14.678,0.0413,14.413,0.0603,
181.593296,49.7748062,-0.1056,-0.02633,0.0065,0.0074,14.215,0.013,14.053,0.013,181.593825,49.774921,15.228,0.0468,14.762,0.0619,14.524,0.0785,
180.1037235,49.4339218,-0.04255,-0.10088,0.01,0.0121,14.944,0.016,15.051,0.027,180.103929,49.434231,15.492,0.0511,15.051,0.0664,14.789,0.0933,
181.7018744,49.8011079,-0.15485,-0.03055,0.0118,0.0138,15.357,0.018,15.161,0.026,181.702972,49.801132,16.84,0.1537,15.913,0.1585,15.557,0.1946,
181.9683996,54.4917222,-0.28187,-0.04878,0.029,0.0333,16.59,0.033,15.617,0.039,,,,,,,,,
180.6448365,56.1514003,-0.09681,-0.07645,0.009,0.0103,14.817,0.015,14.64,0.018,180.645399,56.15173,15.838,0.0691,15.374,0.1057,15.039,0.1149,
182.3497043,55.9685788,-0.0905,-0.10238,0.0129,0.0156,15.434,0.018,15.2,0.027,182.350275,55.968845,16.339,0.1173,15.904,0.1845,15.476,0.1857,
182.5075631,58.9848643,-0.08145,-0.04147,0.0068,0.0075,14.205,0.013,14.055,0.013,182.508091,58.985039,15.181,0.0428,14.619,0.0589,14.353,0.0614,
182.5475933,58.6101218,-0.09701,0.05771,0.007,0.0081,14.206,0.012,14.021,0.013,182.548232,58.609898,15.258,0.0428,14.728,0.0871,14.364,0.067,
181.1853014,-1.8427826,-0.48202,0.16627,0.0264,0.0295,16.625,0.042,14.69,0.024,,,,,,,,,
181.5206555,-2.4217917,-0.18315,-0.02421,0.0147,0.016,15.062,0.019,14.863,0.027,181.521162,-2.421553,16.113,0.0948,15.586,0.1154,15.025,0.138,
181.1073317,-3.3214546,-0.21795,-0.04127,0.0181,0.0207,15.455,0.02,15.232,0.033,181.108103,-3.321197,16.701,0.1295,16.047,0.1237,15.816,,
182.0791627,-7.3004446,-0.04156,-0.18684,0.0145,0.016,15.031,0.018,14.844,0.026,182.079242,-7.299723,16.202,0.099,15.886,0.1438,15.143,0.1657,
180.9319948,-12.9771933,-0.06928,-0.10109,0.012,0.0144,14.775,0.017,14.649,0.025,180.932254,-12.976791,15.73,0.0647,15.074,0.076,14.948,0.138,
181.7332328,-13.8982615,-0.31212,-0.05493,0.0234,0.028,15.71,0.031,15.712,0.058,181.734694,-13.898064,15.658,0.0632,15.58,0.1162,15.437,0.193,
181.6900233,-15.3409914,-0.16234,-0.14098,0.0147,0.017,15.063,0.017,14.866,0.027,181.690546,-15.340424,17.24,0.2375,16.163,0.1946,15.273,0.1829,
180.9870104,0.2627448,-1.23692,-0.29059,0.0034,0.0034,11.914,0.01,11.655,0.008,180.992195,0.263915,14.006,0.0259,13.056,0.0239,12.476,0.0244,
180.9870996,0.2626808,-1.69843,-0.42879,0.0082,0.0096,12.939,0.014,12.677,0.011,,,,,,,,,
181.1092372,13.0179112,-0.20833,-0.09621,0.0125,0.0136,14.93,0.016,14.75,0.025,181.110217,13.018191,15.889,0.0677,15.421,0.0996,15.244,0.1158,
181.1846894,-23.9909403,-0.20881,-0.45683,0.0478,0.0563,17.8,0.109,15.293,0.034,,,,,,,,,
182.3577253,-26.2803529,-0.21444,-0.01616,0.0145,0.0177,15.361,0.02,15.134,0.032,,,,,,,,,
180.8378358,25.7015227,-0.25299,-0.11422,0.0157,0.0131,14.6,0.066,14.481,0.071,180.838819,25.701946,15.364,0.0474,14.759,0.058,14.719,0.0958,
182.5294592,-28.2321118,-0.37397,0.02628,0.015,0.0183,15.416,0.02,15.245,0.036,182.531009,-28.232286,16.789,0.1589,16.268,0.1866,15.483,0.213,
181.7398845,-31.2058378,-0.40234,0.4039,0.0204,0.0233,15.766,0.022,15.616,0.046,181.741794,-31.207626,16.59,0.141,16.439,0.1901,16.352,,
181.0577143,31.9683714,-0.80176,-0.14065,0.0203,0.0226,15.533,0.022,15.463,0.043,,,,,,,,,
182.2815625,32.5991308,-0.22769,-0.11991,0.0099,0.0114,14.761,0.015,14.474,0.019,182.282617,32.599678,16.431,0.1121,15.603,0.1324,15.056,0.1263,
183.0119063,64.5104337,-0.1048,-0.04772,0.007,0.008,14.127,0.014,14.008,0.014,183.01291,64.510658,15.236,0.0522,14.752,0.0677,14.322,0.0892,
183.6814098,66.5901131,-0.10073,-0.0601,0.007,0.0074,14.274,0.014,14.131,0.013,183.68201,66.59037,15.134,0.0472,14.7,0.0727,14.436,0.0921,
181.4932055,39.5559413,0.18831,-0.08558,0.0159,0.0189,15.565,0.02,15.108,0.028,,,,,,,,,
181.0893409,40.6955497,-0.14303,-0.67078,0.0353,0.0464,15.979,0.036,15.88,0.062,,,,,,,,,
182.2405408,68.1146905,0.046,-0.03954,0.0069,0.0079,14.268,0.014,14.102,0.013,182.23984,68.11483,15.277,0.0553,14.719,0.0629,14.452,0.0821,
182.5019927,-6.6113688,-0.86516,-0.29282,0.0147,0.0185,14.867,0.019,14.682,0.028,,,,,,,,,
182.8426413,-16.0127698,-0.22216,-0.10558,0.0419,0.0491,17.584,0.092,15.3,0.036,,,,,,,,,
181.5745791,16.4792532,-0.22537,-0.03528,0.0155,0.0184,15.288,0.019,15.1,0.032,,,,,,,,,
182.2949863,20.7666691,-0.06075,-0.10971,0.0096,0.0115,14.671,0.015,14.461,0.019,182.295221,20.76704,15.607,0.0565,15.189,0.0675,14.824,0.0759,
182.4559183,-35.4070795,-0.16875,0.02115,0.0078,0.0087,14.398,0.015,14.241,0.017,182.456593,-35.407307,15.454,0.055,14.916,0.0616,14.64,0.0981,
182.1663524,-36.1581532,-0.199,0.10064,0.0179,0.0218,15.788,0.023,15.696,0.046,,,,,,,,,
182.1410166,59.9851999,-0.16845,-0.07859,0.0129,0.0146,15.38,0.017,15.197,0.026,182.142343,59.985386,16.884,0.1728,16.021,0.1997,15.571,0.1936,
182.1694022,45.3865456,-0.17355,0.01982,0.0129,0.0152,15.313,0.017,14.96,0.024,,,,,,,,,
182.9246071,61.5943806,-0.26273,-0.02767,0.0075,0.0084,14.52,0.013,14.269,0.014,182.926913,61.594433,16.339,0.1316,15.384,0.1174,14.886,0.1526,
182.6596995,-24.5093538,-0.18113,-0.06259,0.0135,0.0148,15.073,0.018,14.892,0.029,182.660106,-24.509216,16.662,0.1356,15.773,0.1149,15.595,0.2205,
183.7350559,-23.5851139,-0.11844,0.02166,0.0193,0.0214,15.381,0.078,15.076,0.081,183.735277,-23.585546,15.934,0.1212,15.338,0.1417,15.113,0.1636,
182.8309631,-25.6379796,-0.11122,0.05084,0.0138,0.0162,15.254,0.019,15.102,0.031,182.831447,-25.63814,16.292,0.1032,15.742,0.1226,15.707,,
182.7489656,25.3785047,0.04205,-0.17806,0.0123,0.014,15.001,0.018,14.831,0.025,182.748668,25.379379,15.894,0.0722,15.278,0.0777,15.184,0.1368,
183.4536479,-28.3933098,-0.24855,0.0284,0.0094,0.011,14.455,0.015,14.367,0.02,183.454763,-28.393391,15.354,0.0466,14.85,0.0702,14.68,0.0887,
183.7184352,-28.3252196,-0.27635,-0.06488,0.0148,0.0166,15.348,0.02,15,0.03,183.719545,-28.324915,16.553,0.112,15.959,0.179,15.532,0.194,
183.064709,-28.7319905,-0.24723,-0.14019,0.0273,0.0307,16.104,0.027,15.917,0.058,183.065612,-28.73152,16.68,0.1356,16.033,0.1967,15.797,0.2615,
183.9833376,-50.2386925,-0.96829,-0.00728,0.0128,0.0138,14.73,0.017,14.549,0.022,,,,,,,,,
183.8681187,9.3670138,-0.06562,-0.11874,0.0099,0.0108,14.359,0.015,14.248,0.019,183.868244,9.367393,15.237,0.0574,14.595,0.0666,14.604,0.1229,
184.6267582,55.1385112,-0.11871,0.02554,0.0067,0.0076,14.221,0.014,14.078,0.013,184.627446,55.138378,15.14,0.0454,14.571,0.0565,14.427,0.0912,
183.7405672,-18.694744,-0.71647,0.20748,0.0164,0.0157,14.967,0.023,14.7,0.04,183.744079,-18.695679,16.429,0.1462,15.675,0.1884,15.535,0.2122,
184.1565129,16.1443526,-0.18399,-0.13937,0.0128,0.015,14.924,0.017,14.824,0.026,184.157198,16.14485,15.934,0.0767,15.149,0.0855,15.163,0.1565,
184.488136,16.4429908,0.75172,-1.26939,0.0088,0.01,16.811,0.065,13.15,0.013,,,,,,,,,
184.4883688,16.4427148,0.90723,-1.61877,0.0121,0.0153,17.08,0.059,13.554,0.011,,,,,,,,,
183.7939415,56.4592938,-0.07663,-0.01983,0.0071,0.0078,14.217,0.014,14.024,0.013,183.79454,56.45929,15.236,0.05,14.718,0.0664,14.421,0.0962,
184.9056767,56.1142554,-0.21332,-0.09698,0.0211,0.0221,15.949,0.022,15.828,0.046,,,,,,,,,
183.7054415,-19.4896588,-0.1798,0.07458,0.0097,0.0112,14.298,0.016,14.153,0.017,183.706267,-19.489956,15.423,0.0593,14.817,0.0792,14.441,0.0898,
184.2615524,-23.3239464,-0.11712,0.00977,0.0088,0.0101,14.297,0.015,14.256,0.018,184.261924,-23.324053,15.174,0.0428,14.606,0.0393,14.347,0.0695,
183.2242694,-41.9926418,-0.4423,-0.22078,0.0064,0.0075,14.01,0.013,13.961,0.013,183.226856,-41.991676,14.857,0.0409,14.341,0.0421,14.164,0.0692,
184.1076919,19.253974,0.00735,-0.17782,0.0227,0.0256,15.734,0.025,15.441,0.044,,,,,,,,,
183.3202017,42.8577046,-0.17277,-0.21627,0.0124,0.0143,15.178,0.017,15.082,0.028,183.321164,42.858803,16.219,0.105,15.8,0.1657,15.401,0.1804,
183.9911239,27.0317303,-0.4744,0.09224,0.0328,0.0365,17.588,0.084,15.025,0.027,,,,,,,,,
183.9459375,-48.1942769,-0.20608,-0.06563,0.0224,0.0262,16.148,0.027,15.897,0.056,,,,,,,,,
184.2916586,-3.1866776,-1.651,0.12035,0.0281,0.0306,16.294,0.042,14.247,0.023,,,,,,,,,
184.5453249,-7.0842582,-0.30564,0.00246,0.0125,0.0141,14.869,0.017,14.497,0.023,,,,,,,,,
184.8111215,8.1737587,-0.26189,-0.34105,0.0121,0.0136,14.784,0.016,14.555,0.022,184.8123,8.175208,15.78,0.0853,15.076,0.0955,14.979,0.1483,
183.7031755,71.1671393,0.00094,-0.06237,0.0064,0.0074,14.207,0.012,14.048,0.013,183.702827,71.167458,15.125,0.0548,14.589,0.0826,14.558,0.1145,
184.8851743,-10.412603,-0.12694,-0.01084,0.0107,0.0126,14.552,0.017,14.322,0.019,184.885587,-10.412607,16.06,0.0841,15.248,0.1079,14.883,0.128,
184.3016397,-15.5299722,0.19849,-0.09241,0.0202,0.0227,15.547,0.023,15.328,0.042,,,,,,,,,
185.0757573,11.0640674,-0.11954,-0.02653,0.0095,0.0104,14.443,0.015,14.248,0.018,185.076084,11.064106,15.386,0.0688,14.805,0.0689,14.762,0.1393,
186.2013993,72.4336923,-0.08677,-0.00592,0.0065,0.0072,14.232,0.012,14.026,0.012,186.20244,72.433746,15.136,0.0462,14.585,0.0531,14.406,0.0638,
189.3860862,82.4019095,-0.06967,-0.02683,0.0073,0.0075,14.365,0.014,14.196,0.014,189.388313,82.401985,15.302,0.0524,14.803,0.0705,14.499,0.077,
184.6422329,-24.4028483,0.07001,-0.14674,0.0081,0.0099,14.235,0.015,14.147,0.017,184.641708,-24.402218,15.877,0.0991,15.17,0.1129,14.511,0.1048,
184.0314966,52.4939458,-0.03909,-0.10515,0.0063,0.0073,14.194,0.012,14.059,0.013,184.031711,52.494274,15.156,0.0402,14.526,0.0608,14.444,0.0743,
185.4015665,53.7210472,-0.12907,-0.14602,0.0096,0.0109,14.985,0.015,14.796,0.02,185.402143,53.721531,16.009,0.099,15.472,0.1239,15.342,0.208,
186.3106872,62.991534,-0.29439,0.00196,0.0116,0.0128,15.26,0.016,15.011,0.022,186.313193,62.991547,16.687,0.1388,16.068,0.2063,15.669,0.1985,
185.0416422,28.2419774,-0.42497,-0.3088,0.0614,0.071,18.131,0.124,15.811,0.051,,,,,,,,,
185.4687184,-31.5997401,0.58341,0.37284,0.0175,0.0197,15.748,0.024,13.91,0.033,185.465655,-31.601515,16.377,0.134,16.058,0.1826,15.631,,
186.0226603,-31.5418356,-0.31646,0.02299,0.024,0.0247,16.046,0.026,15.778,0.05,,,,,,,,,
184.7228277,65.6043193,-0.14348,0.0274,0.0099,0.0109,14.861,0.025,14.536,0.026,184.724246,65.604279,17.384,,16.704,0.407,15.319,0.1562,
185.7097415,-4.0798255,-0.27398,-0.08085,0.0041,0.0041,8.612,0.011,8.423,0.008,185.7109,-4.07951,9.662,0.0214,9.107,0.0214,8.825,0.0209,
185.4956838,-33.6078353,-0.13553,0.02803,0.0084,0.0095,14.367,0.023,14.26,0.024,185.496197,-33.607903,15.545,0.0697,15.006,0.0708,14.642,0.0861,
184.4804481,-74.9213779,-0.17171,-0.01594,0.0204,0.0229,15.779,0.023,15.495,0.037,,,,,,,,,
184.7285877,6.0658984,-0.18921,-0.15058,0.0108,0.0123,14.569,0.015,14.333,0.02,184.729345,6.066364,15.957,0.0853,15.159,0.0738,14.705,0.13,
185.2632487,8.9548173,-0.62317,-0.55876,0.0071,0.0081,12.401,0.017,12.087,0.012,,,,,,,,,
184.6751516,74.3274286,-0.06023,-0.06854,0.006,0.0067,14.268,0.012,14.091,0.012,184.676068,74.327759,15.346,0.0516,14.811,0.0701,14.437,0.0722,
186.2310131,73.7741938,-0.05929,-0.04472,0.0064,0.007,14.361,0.013,14.233,0.013,186.231782,73.774437,15.366,0.0523,14.846,0.0642,14.453,0.0707,
185.6891937,-12.8072258,-0.06363,-0.09669,0.0129,0.0147,14.945,0.018,14.634,0.024,185.689355,-12.806914,16.485,0.1243,15.736,0.1194,15.384,0.1798,
185.8755491,12.0743885,-0.25144,-0.33645,0.0222,0.027,15.827,0.024,15.701,0.053,185.87652,12.075538,16.698,0.146,16.069,0.2073,16.181,,
185.4595098,46.5457025,0.08442,-0.02119,0.0036,0.0039,10.048,0.011,9.81,0.008,185.458875,46.545753,11.259,0.0305,10.599,0.0282,10.286,0.0218,
185.9527754,47.2534406,-0.13455,-0.07158,0.0174,0.0195,16.153,0.026,14.743,0.02,,,,,,,,,
185.320571,17.1267236,-0.16571,-0.15872,0.0159,0.0193,15.312,0.019,15.239,0.037,185.321229,17.127329,16.506,0.1408,16.079,0.1931,15.842,0.2359,
184.9369123,18.2943197,-0.12,0.00032,0.0096,0.0113,14.517,0.016,14.292,0.02,184.937403,18.294353,15.592,0.0572,15.16,0.083,14.677,0.0847,
185.8474935,18.7922549,0.00907,-0.38427,0.0107,0.0124,14.752,0.016,14.58,0.022,185.847144,18.794008,15.54,0.0499,14.97,0.0695,14.991,0.1143,
186.5603119,57.0443098,-0.14748,-0.01833,0.0115,0.0127,15.266,0.017,14.527,0.018,,,,,,,,,
185.7343846,57.1823409,-0.52781,0.04737,0.0163,0.0174,15.502,0.034,15.18,0.046,,,,,,,,,
185.7351089,57.1824031,-0.8394,0.06793,0.0351,0.039,16.588,0.036,16.356,0.072,,,,,,,,,
185.7503179,67.2715577,-0.02295,-0.10141,0.007,0.0083,14.31,0.014,14.149,0.013,185.750141,67.271957,15.236,0.0501,14.624,0.0563,14.495,0.0924,
186.2783484,19.4105564,-0.04153,-0.25917,0.0126,0.0139,14.888,0.016,14.7,0.024,186.278475,19.411619,16.331,0.1065,15.563,0.1291,15.282,0.1467,
185.9327164,38.0830988,-0.34284,-0.27614,0.0683,0.079,17.9,0.098,16.075,0.064,,,,,,,,,
185.0236067,23.2240603,-0.09599,0.0928,0.0098,0.0108,14.508,0.015,14.298,0.018,185.024023,23.223701,15.654,0.0572,15.097,0.0742,14.866,0.0993,
184.9097569,22.2098316,-0.14,-0.10832,0.0099,0.0114,14.675,0.015,14.5,0.02,184.910449,22.21036,16.236,0.0943,15.484,0.1087,15.26,0.1427,
186.2056984,50.3638036,-0.15952,-0.64618,0.0353,0.0399,16.053,0.044,15.907,0.055,,,,,,,,,
182.9376964,76.440505,-0.33962,0.03249,0.0597,0.0585,18.589,0.143,16.063,0.047,,,,,,,,,
189.5710914,83.8525248,-0.90208,-0.10682,0.0587,0.0457,16.328,0.047,16.422,0.079,,,,,,,,,
181.5109156,84.0192594,-0.59283,-0.2501,0.0293,0.0267,18.091,0.089,15.173,0.023,,,,,,,,,
